ensg	symbol	chr	start	end	strand	type	entrezID	HUGO	pLI	ncRVIS	posMapSNPs	posMapMaxCADD	eqtlMapSNPs	eqtlMapminP	eqtlMapminQ	eqtlMapts	eqtlDirection	ciMap	ciMapts	minGwasP	IndSigSNPs	GenomicLocus
ENSG00000147679	UTP23	8	117778742	117861702	1	protein_coding	84294	UTP23	0.033108947324346	-0.373647173	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell:Mesendoderm	2.1e-29	rs11558471	16
ENSG00000205002	AARD	8	117950438	117956726	1	protein_coding	441376	AARD	0.328326488367201	-0.355449514	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	2.1e-29	rs11558471	16
ENSG00000164756	SLC30A8	8	117962512	118188953	1	protein_coding	169026	SLC30A8	1.79754250091306e-09	0.25841764	1	17.98	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell:Mesendoderm	2.1e-29	rs11558471	16
ENSG00000177570	SAMD12	8	119201698	119634234	-1	protein_coding	401474	SAMD12	0.00131724341047217	-0.015787042	0	0	0	NA	NA	NA	NA	Yes	Mesendoderm:Trophoblast-like_Cell:hESC	2.1e-29	rs11558471	16
ENSG00000164761	TNFRSF11B	8	119935796	119964439	-1	protein_coding	4982	TNFRSF11B	0.272229439885372	-0.352503194	0	0	0	NA	NA	NA	NA	Yes	Mesendoderm	2.1e-29	rs11558471	16
ENSG00000184374	COLEC10	8	120007691	120118821	1	protein_coding	10584	COLEC10	0.09853673511482	0.263250796	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell:Mesendoderm:hESC	2.1e-29	rs11558471	16
ENSG00000147676	MAL2	8	120177273	120257913	1	protein_coding	114569	MAL2	0.458862107533214	NA	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:IMR90:Mesenchymal_Stem_Cell	2.1e-29	rs11558471	16
ENSG00000136999	NOV	8	120428546	120436593	1	protein_coding	4856	NOV	0.113896789353618	1.957115733	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell	2.1e-29	rs11558471	16
ENSG00000136960	ENPP2	8	120569326	120685693	-1	protein_coding	5168	ENPP2	0.00682819825531218	0.004300869	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell	2.1e-29	rs11558471	16
ENSG00000104549	SQLE	8	126010739	126034525	1	protein_coding	6713	SQLE	0.91297067975512	1.171693492	0	0	4	8.0394e-16	0	eQTLGen_trans_eQTLs	-	No	NA	3.8e-18	rs174576	26
ENSG00000080608	KIAA0020	9	2720469	2844241	-1	protein_coding	9933	KIAA0020	1.66222046244305e-14	0.234294961	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Neural_Progenitor_Cell:Trophoblast-like_Cell:hESC	5.3e-14	rs7034200:rs7034200;rs10974438:rs10974438	17
ENSG00000080298	RFX3	9	3218297	3526004	-1	protein_coding	5991	RFX3	0.999773274384127	-0.894416966	0	0	0	NA	NA	NA	NA	Yes	Fetal_Cortex:IMR90:Mesenchymal_Stem_Cell:Mesendoderm	5.3e-14	rs7034200;rs10974438:rs10974438:rs7034200	17
ENSG00000203286	AL365202.1	9	3452305	3469181	-1	protein_coding	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Neural_Progenitor_Cell:Trophoblast-like_Cell:hESC	5.3e-14	rs7034200:rs7034200;rs10974438:rs10974438:rs7043265:rs7028616	17
ENSG00000107249	GLIS3	9	3824127	4348392	-1	protein_coding	169792	GLIS3	0.000100596771327456	-0.548104382	8	17.12	6	1.9805e-09	1.95758564437194e-05	eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:GTEx/v8/Thyroid	-	Yes	Liver:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	5.3e-14	rs7043265;rs7028616;rs7034200;rs10974438;rs7034200:rs7034200;rs10974438:rs10974438	17
ENSG00000106993	CDC37L1	9	4679559	4708398	1	protein_coding	55664	CDC37L1	0.935601045748761	0.622466456	0	0	0	NA	NA	NA	NA	Yes	Liver:IMR90:Mesendoderm:hESC	5.3e-14	rs7034200:rs7034200;rs10974438:rs10974438	17
ENSG00000120217	CD274	9	5450503	5470566	1	protein_coding	29126	CD274	0.00468160279332483	-0.173702799	0	0	0	NA	NA	NA	NA	Yes	hESC	5.3e-14	rs7034200:rs7034200;rs10974438:rs10974438	17
ENSG00000177047	IFNW1	9	21140631	21142144	-1	protein_coding	3467	IFNW1	0.00616591505034941	0.1851937	0	0	0	NA	NA	NA	NA	Yes	Mesendoderm	1.5e-09	rs2383208;rs7020996	18
ENSG00000214042	IFNA7	9	21201468	21202204	-1	protein_coding	3444	IFNA7	9.01848744740703e-05	0.665712751	0	0	0	NA	NA	NA	NA	Yes	Mesendoderm:hESC	1.5e-09	rs2383208;rs7020996	18
ENSG00000186803	IFNA10	9	21206180	21207142	-1	protein_coding	3446	IFNA10	0.00187253447928596	1.374944223	0	0	0	NA	NA	NA	NA	Yes	Mesendoderm:hESC	1.5e-09	rs2383208;rs7020996	18
ENSG00000147885	IFNA16	9	21216372	21217310	-1	protein_coding	3449	IFNA16	0.00656986926455156	0.554934685	0	0	0	NA	NA	NA	NA	Yes	Mesendoderm:hESC	1.5e-09	rs2383208;rs7020996	18
ENSG00000234829	IFNA17	9	21227242	21228221	-1	protein_coding	3451	IFNA17	0.00702582209296288	1.162040786	0	0	0	NA	NA	NA	NA	Yes	Mesendoderm:hESC	1.5e-09	rs2383208;rs7020996	18
ENSG00000228083	IFNA14	9	21239201	21239978	-1	protein_coding	3448	IFNA14	NA	-0.238064885	0	0	0	NA	NA	NA	NA	Yes	Mesendoderm:hESC	1.5e-09	rs2383208;rs7020996	18
ENSG00000147873	IFNA5	9	21304613	21305312	-1	protein_coding	3442	IFNA5	0.00683606087118389	-0.198394574	0	0	0	NA	NA	NA	NA	Yes	hESC	1.5e-09	rs2383208;rs7020996	18
ENSG00000198642	KLHL9	9	21329670	21335379	-1	protein_coding	55958	KLHL9	0.988339534912071	-0.351146078	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:Mesendoderm:hESC	1.5e-09	rs2383208;rs7020996	18
ENSG00000120235	IFNA6	9	21349834	21351377	-1	protein_coding	3443	IFNA6	0.000913991156173349	0.36415176	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:Mesendoderm:hESC	1.5e-09	rs2383208;rs7020996	18
ENSG00000184995	IFNE	9	21480841	21482312	-1	protein_coding	338376	IFNE	8.78738642634286e-07	0.026089598	0	0	0	NA	NA	NA	NA	Yes	IMR90	1.5e-09	rs2383208;rs7020996	18
ENSG00000099810	MTAP	9	21802542	21931646	1	protein_coding	4507	MTAP	0.000179316285483304	1.589224827	0	0	0	NA	NA	NA	NA	Yes	Aorta:Left_Ventricle:Liver:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	1.5e-09	rs2383208;rs7020996	18
ENSG00000264545	RP11-145E5.5	9	21802635	22032985	1	protein_coding	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Aorta:Left_Ventricle:Liver:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	1.5e-09	rs2383208;rs7020996	18
ENSG00000224854	C9orf53	9	21967137	21967738	1	protein_coding	51198	C9orf53	NA	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell:Mesendoderm	1.5e-09	rs2383208;rs7020996	18
ENSG00000147889	CDKN2A	9	21967751	21995300	-1	protein_coding	1029	CDKN2A	0.357648776382819	-0.259234065	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell:Mesendoderm	1.5e-09	rs2383208;rs7020996	18
ENSG00000147883	CDKN2B	9	22002902	22009362	-1	protein_coding	1030	CDKN2B	0.281057556695991	-1.806188464	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	1.5e-09	rs2383208;rs7020996	18
ENSG00000107105	ELAVL2	9	23690102	23826335	-1	protein_coding	1993	ELAVL2	0.972927704179956	-0.832763133	0	0	0	NA	NA	NA	NA	Yes	hESC	1.5e-09	rs2383208;rs7020996	18
ENSG00000165029	ABCA1	9	107543283	107690518	-1	protein_coding	19	ABCA1	0.00165880319635912	0.082774215	0	0	5	8.7099e-11	0	eQTLGen_trans_eQTLs	+	No	NA	2.5e-36	rs780093;rs174576	2:26
ENSG00000242631	RP11-508N12.4	9	109685630	109686455	1	protein_coding	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell	NA	rs16913693	19
ENSG00000119318	RAD23B	9	110045418	110094475	1	protein_coding	5887	RAD23B	0.973409007097557	-0.566578312	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:IMR90:Mesenchymal_Stem_Cell	NA	rs16913693	19
ENSG00000136826	KLF4	9	110247133	110252763	-1	protein_coding	9314	KLF4	0.981049995653145	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell:Mesendoderm	NA	rs16913693	19
ENSG00000214645	AL162389.1	9	110539471	110540419	-1	protein_coding	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell:Mesendoderm	NA	rs16913693	19
ENSG00000070061	IKBKAP	9	111629797	111696396	-1	protein_coding	8518	IKBKAP	1.20456829864128e-08	0.522924702	1	23.4	4	2.5722e-09	3.85116e-07	eQTLcatalogue/BLUEPRINT_ge_T-cell:eQTLGen_cis_eQTLs:GTEx/v8/Brain_Cerebellum:GTEx/v8/Colon_Sigmoid	NA	Yes	Left_Ventricle:Liver:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	NA	rs16913693	19
ENSG00000119328	FAM206A	9	111696461	111713024	1	protein_coding	54942	FAM206A	0.00336234418280111	-0.467034528	0	0	4	2.5355e-06	4.26781e-10	EyeGEx:GTEx/v8/Adipose_Subcutaneous:GTEx/v8/Artery_Tibial:GTEx/v8/Liver:GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic:GTEx/v8/Skin_Sun_Exposed_Lower_leg:GTEx/v8/Testis	NA	Yes	Left_Ventricle:Liver:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	NA	rs16913693	19
ENSG00000119326	CTNNAL1	9	111704851	111775809	-1	protein_coding	8727	CTNNAL1	2.30659700336349e-06	NA	0	0	4	3.27170000000001e-310	0	EyeGEx:eQTLcatalogue/Alasoo_2018_ge_macrophage_IFNg:eQTLcatalogue/BLUEPRINT_ge_monocyte:eQTLcatalogue/BLUEPRINT_ge_neutrophil:eQTLcatalogue/BLUEPRINT_ge_T-cell:eQTLcatalogue/CEDAR_B-cell_CD19:eQTLcatalogue/CEDAR_ileum:eQTLcatalogue/CEDAR_monocyte_CD14:eQTLcatalogue/CEDAR_neutrophil_CD15:eQTLcatalogue/CEDAR_rectum:eQTLcatalogue/CEDAR_T-cell_CD4:eQTLcatalogue/CEDAR_T-cell_CD8:eQTLcatalogue/CEDAR_transverse_colon:eQTLcatalogue/Fairfax_2012_B-cell_CD19:eQTLcatalogue/Fairfax_2014_IFN24:eQTLcatalogue/Fairfax_2014_LPS24:eQTLcatalogue/Fairfax_2014_LPS2:eQTLcatalogue/Fairfax_2014_naive:eQTLcatalogue/GENCORD_ge_LCL:eQTLcatalogue/GENCORD_ge_T-cell:eQTLcatalogue/GEUVADIS_ge_LCL:eQTLcatalogue/HipSci_ge_iPSC:eQTLcatalogue/Kasela_2017_T-cell_CD4:eQTLcatalogue/Kasela_2017_T-cell_CD8:eQTLcatalogue/Lepik_2017_ge_blood:eQTLcatalogue/Nedelec_2016_ge_macrophage_Listeria:eQTLcatalogue/Nedelec_2016_ge_macrophage_naive:eQTLcatalogue/Nedelec_2016_ge_macrophage_Salmonella:eQTLcatalogue/Quach_2016_ge_monocyte_IAV:eQTLcatalogue/Quach_2016_ge_monocyte_LPS:eQTLcatalogue/Quach_2016_ge_monocyte_naive:eQTLcatalogue/Quach_2016_ge_monocyte_Pam3CSK4:eQTLcatalogue/Quach_2016_ge_monocyte_R848:eQTLcatalogue/TwinsUK_ge_blood:eQTLcatalogue/TwinsUK_ge_LCL:eQTLGen_cis_eQTLs:GTEx/v8/Adipose_Subcutaneous:GTEx/v8/Adipose_Visceral_Omentum:GTEx/v8/Cells_EBV-transformed_lymphocytes:GTEx/v8/Whole_Blood:GTEx/v8/Artery_Aorta:GTEx/v8/Artery_Tibial:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Hypothalamus:GTEx/v8/Brain_Spinal_cord_cervical_c-1:GTEx/v8/Colon_Transverse:GTEx/v8/Esophagus_Mucosa:GTEx/v8/Liver:GTEx/v8/Lung:GTEx/v8/Muscle_Skeletal:GTEx/v8/Pancreas:GTEx/v8/Pituitary:GTEx/v8/Minor_Salivary_Gland:GTEx/v8/Cells_Cultured_fibroblasts:GTEx/v8/Thyroid	NA	Yes	hESC	NA	rs16913693	19
ENSG00000106771	TMEM245	9	111777432	111882225	-1	protein_coding	23731	TMEM245	0.000362236651362455	2.297676669	0	0	4	6.4948e-31	0	eQTLGen_cis_eQTLs:GTEx/v8/Adipose_Subcutaneous	NA	Yes	IMR90:Mesenchymal_Stem_Cell	NA	rs16913693	19
ENSG00000260230	FRRS1L	9	111892573	111929571	-1	protein_coding	23732	FRRS1L	0.00842827995041548	0.184059912	0	0	0	NA	NA	NA	NA	Yes	IMR90:hESC	NA	rs16913693	19
ENSG00000070159	PTPN3	9	112137746	112260590	-1	protein_coding	5774	PTPN3	0.000188227651000982	-1.49404228	0	0	0	NA	NA	NA	NA	Yes	Trophoblast-like_Cell:hESC	NA	rs16913693	19
ENSG00000136770	DNAJC1	10	22045466	22292698	-1	protein_coding	64215	DNAJC1	1.42208526512983e-08	NA	0	0	1	5.6522e-06	0.0364823903002309	eQTLGen_trans_eQTLs	+	No	NA	5.8e-12	rs174576	26
ENSG00000133661	SFTPD	10	81697496	81742370	-1	protein_coding	6441	SFTPD	0.240356031009661	-0.21334879	0	0	1	7.1827e-06	0.0442859112213951	eQTLGen_trans_eQTLs	+	No	NA	7.8e-16	rs7944584	24
ENSG00000099194	SCD	10	102106881	102124591	1	protein_coding	6319	SCD	0.887398175951616	0.060417966	0	0	5	1.3524e-25	0	eQTLGen_trans_eQTLs	-	No	NA	3.8e-18	rs13404446;rs1275504;rs174576	2:26
ENSG00000214413	BBIP1	10	112658488	112679032	-1	protein_coding	92482	BBIP1	NA	0.391521582	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell	2.6e-06	rs11195502	21
ENSG00000108061	SHOC2	10	112679301	112773425	1	protein_coding	8036	SHOC2	0.991705191552454	-0.040178482	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell	2.6e-06	rs11195502	21
ENSG00000150594	ADRA2A	10	112836790	112840658	1	protein_coding	150	ADRA2A	NA	-1.015016782	0	0	0	NA	NA	NA	NA	Yes	Mesendoderm:hESC	2.6e-06	rs11195502	21
ENSG00000119913	TECTB	10	114043493	114064793	1	protein_coding	6975	TECTB	5.94966588308075e-09	0.707835585	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell:Mesendoderm:hESC	2.6e-06	rs11195502	21
ENSG00000157570	TSPAN18	11	44748015	44953972	1	protein_coding	90139	TSPAN18	0.161860431497711	2.122963692	0	0	0	NA	NA	NA	NA	Yes	Fetal_Cortex	3.8e-12	rs2292912	23
ENSG00000019505	SYT13	11	45261852	45307870	-1	protein_coding	57586	SYT13	0.220165778639476	0.352873321	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:Mesendoderm	3.8e-12	rs2292912	23
ENSG00000175264	CHST1	11	45670427	45687172	-1	protein_coding	8534	CHST1	0.820990319101784	NA	0	0	4	3.05836e-11	8.65177e-26	CMC_SVA_cis:CMC_NoSVA_cis:GTEx/v8/Adipose_Subcutaneous:GTEx/v8/Adipose_Visceral_Omentum:GTEx/v8/Artery_Aorta:GTEx/v8/Artery_Coronary:GTEx/v8/Artery_Tibial:GTEx/v8/Brain_Frontal_Cortex_BA9:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia:GTEx/v8/Colon_Sigmoid:GTEx/v8/Esophagus_Gastroesophageal_Junction:GTEx/v8/Esophagus_Muscularis:GTEx/v8/Heart_Atrial_Appendage:GTEx/v8/Heart_Left_Ventricle:GTEx/v8/Lung:GTEx/v8/Muscle_Skeletal:GTEx/v8/Nerve_Tibial:GTEx/v8/Pancreas:GTEx/v8/Prostate:GTEx/v8/Cells_Cultured_fibroblasts:GTEx/v8/Skin_Sun_Exposed_Lower_leg:GTEx/v8/Thyroid	-	No	NA	3.8e-12	rs7101995;rs2292912	23
ENSG00000205106	CTD-2210P24.4	11	45792983	45793909	1	protein_coding	374387	DKFZp779M0652	NA	NA	0	0	4	1.52008e-28	3.03605e-38	BIOSQTL/BIOS_eQTL_geneLevel:xQTLServer_eQTLs:GTEx/v8/Adipose_Subcutaneous:GTEx/v8/Adipose_Visceral_Omentum:GTEx/v8/Artery_Aorta:GTEx/v8/Artery_Tibial:GTEx/v8/Brain_Amygdala:GTEx/v8/Brain_Anterior_cingulate_cortex_BA24:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Frontal_Cortex_BA9:GTEx/v8/Brain_Hippocampus:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia:GTEx/v8/Brain_Putamen_basal_ganglia:GTEx/v8/Breast_Mammary_Tissue:GTEx/v8/Esophagus_Gastroesophageal_Junction:GTEx/v8/Esophagus_Mucosa:GTEx/v8/Esophagus_Muscularis:GTEx/v8/Heart_Atrial_Appendage:GTEx/v8/Heart_Left_Ventricle:GTEx/v8/Liver:GTEx/v8/Lung:GTEx/v8/Muscle_Skeletal:GTEx/v8/Nerve_Tibial:GTEx/v8/Ovary:GTEx/v8/Prostate:GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic:GTEx/v8/Skin_Sun_Exposed_Lower_leg:GTEx/v8/Testis:GTEx/v8/Thyroid	+	No	NA	3.8e-12	rs2292912;rs3789023	23
ENSG00000181830	SLC35C1	11	45825623	45834566	1	protein_coding	55343	SLC35C1	0.147014851687706	0.234378971	0	0	4	2.51488e-06	2.1992e-15	EyeGEx:CMC_SVA_cis:CMC_NoSVA_cis:GTEx/v8/Artery_Tibial:GTEx/v8/Heart_Atrial_Appendage:GTEx/v8/Liver	-	No	NA	3.8e-12	rs2292912;rs3789023	23
ENSG00000121671	CRY2	11	45868669	45904798	1	protein_coding	1408	CRY2	0.993283035571508	-1.285549297	1	12.99	4	3.27170000000001e-310	0	eQTLcatalogue/BLUEPRINT_ge_monocyte:eQTLcatalogue/BLUEPRINT_ge_T-cell:eQTLcatalogue/Fairfax_2014_IFN24:eQTLcatalogue/Fairfax_2014_LPS24:eQTLcatalogue/Fairfax_2014_LPS2:eQTLcatalogue/Fairfax_2014_naive:eQTLcatalogue/Kasela_2017_T-cell_CD8:eQTLcatalogue/Lepik_2017_ge_blood:eQTLcatalogue/TwinsUK_ge_blood:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:GTEx/v8/Whole_Blood:GTEx/v8/Artery_Aorta:GTEx/v8/Artery_Tibial:GTEx/v8/Spleen	-	Yes	Promoter_anchored_loops	3.8e-12	rs2292912;rs3789023	23
ENSG00000121653	MAPK8IP1	11	45907202	45928016	1	protein_coding	9479	MAPK8IP1	0.999000973193662	-0.226009341	1	17.09	4	3.08596e-19	0	eQTLcatalogue/TwinsUK_ge_fat:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:GTEx/v8/Pancreas:GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic:GTEx/v8/Spleen	-	Yes	EP_correlation_cell_type_oneway:EP_correlation_organ_oneway:Adult_Cortex:Fetal_Cortex:IMR90:Mesenchymal_Stem_Cell	3.8e-12	rs3789023;rs2292912;rs3789023:rs2292912	23
ENSG00000234776	C11orf94	11	45928085	45928833	-1	protein_coding	143678	C11orf94	0.000289638176341335	-0.244381302	1	17.09	2	3.992e-06	0.0115257098077039	eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel	+	Yes	Adult_Cortex	3.8e-12	rs3789023;rs2292912	23
ENSG00000121680	PEX16	11	45931220	45940363	-1	protein_coding	9409	PEX16	0.00174660780249164	-0.269840592	1	17.09	1	8.6237e-10	1.31552982963889e-05	eQTLcatalogue/TwinsUK_ge_fat:eQTLGen_cis_eQTLs	-	No	NA	6.5e-10	rs3789023	23
ENSG00000165905	GYLTL1B	11	45943172	45950647	1	protein_coding	120071	GYLTL1B	8.27410616426457e-12	0.313349332	0	0	2	1.31081e-09	6.91048e-10	EyeGEx:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:GTEx/v8/Heart_Atrial_Appendage:GTEx/v8/Liver	-	No	NA	6.5e-10	rs3789023	23
ENSG00000135365	PHF21A	11	45950871	46142985	-1	protein_coding	51317	PHF21A	0.999675486100741	-0.109892545	0	0	0	NA	NA	NA	NA	Yes	GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:hESC	3.8e-12	rs2292912	23
ENSG00000157613	CREB3L1	11	46299212	46342972	1	protein_coding	90993	CREB3L1	0.399379409918579	NA	0	0	0	NA	NA	NA	NA	Yes	Fetal_Cortex	3.8e-12	rs2292912	23
ENSG00000149091	DGKZ	11	46354455	46402104	1	protein_coding	8525	DGKZ	0.998142633966722	-0.43870103	0	0	10	8.1579e-08	0.000327229249260588	eQTLGen_cis_eQTLs	+	Yes	Promoter_anchored_loops	3.8e-12	rs11039119;rs2292912	23:24
ENSG00000110492	MDK	11	46402306	46405375	1	protein_coding	4192	MDK	0.0224327842650619	-0.438482927	0	0	8	1.59147e-06	3.70616e-08	GTEx/v8/Artery_Tibial:GTEx/v8/Colon_Sigmoid:GTEx/v8/Esophagus_Muscularis:GTEx/v8/Heart_Atrial_Appendage:GTEx/v8/Lung:GTEx/v8/Pancreas:GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic:GTEx/v8/Thyroid	-	No	NA	7.8e-16	rs11039119;rs7944584	24
ENSG00000180423	HARBI1	11	46624411	46639459	-1	protein_coding	283254	HARBI1	0.00570134099999797	-0.629323191	0	0	11	1.3407e-07	0.000131355700290077	eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel	+	No	NA	1.6e-08	rs11039119;rs2278890;rs6485795	24
ENSG00000175224	ATG13	11	46638826	46696368	1	protein_coding	9776	ATG13	0.984296607292859	-0.658639029	0	0	15	2.18333e-06	4.44993e-11	GTEx/v8/Colon_Sigmoid:GTEx/v8/Colon_Transverse:GTEx/v8/Esophagus_Muscularis:GTEx/v8/Nerve_Tibial:GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic	-	No	NA	7.8e-16	rs11039119;rs7944584;rs2278890;rs6485795	24
ENSG00000175220	ARHGAP1	11	46698630	46722165	-1	protein_coding	392	ARHGAP1	0.185564722294501	-0.38914248	0	0	25	2.15928e-26	0	EyeGEx:eQTLcatalogue/TwinsUK_ge_fat:eQTLcatalogue/TwinsUK_ge_skin:PsychENCODE_eQTLs:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:GTEx/v8/Adipose_Subcutaneous:GTEx/v8/Adipose_Visceral_Omentum:GTEx/v8/Artery_Aorta:GTEx/v8/Artery_Tibial:GTEx/v8/Brain_Amygdala:GTEx/v8/Breast_Mammary_Tissue:GTEx/v8/Colon_Sigmoid:GTEx/v8/Colon_Transverse:GTEx/v8/Esophagus_Gastroesophageal_Junction:GTEx/v8/Esophagus_Mucosa:GTEx/v8/Esophagus_Muscularis:GTEx/v8/Heart_Atrial_Appendage:GTEx/v8/Heart_Left_Ventricle:GTEx/v8/Liver:GTEx/v8/Lung:GTEx/v8/Muscle_Skeletal:GTEx/v8/Nerve_Tibial:GTEx/v8/Ovary:GTEx/v8/Pancreas:GTEx/v8/Pituitary:GTEx/v8/Prostate:GTEx/v8/Cells_Cultured_fibroblasts:GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic:GTEx/v8/Skin_Sun_Exposed_Lower_leg:GTEx/v8/Spleen:GTEx/v8/Stomach:GTEx/v8/Testis:GTEx/v8/Thyroid	-	Yes	Promoter_anchored_loops	7.8e-16	rs11039119;rs3816725;rs10769254;rs7944584;rs2278890;rs6485795;rs4752829	24
ENSG00000175213	ZNF408	11	46722368	46727462	1	protein_coding	79797	ZNF408	7.89160984461696e-06	-0.07803482	0	0	20	4.59701e-13	1.26003e-11	PsychENCODE_eQTLs:GTEx/v8/Adipose_Visceral_Omentum:GTEx/v8/Artery_Aorta:GTEx/v8/Artery_Tibial:GTEx/v8/Colon_Transverse:GTEx/v8/Liver:GTEx/v8/Pancreas:GTEx/v8/Prostate:GTEx/v8/Stomach:GTEx/v8/Thyroid	-	Yes	Promoter_anchored_loops	9.2e-13	rs10769254;rs11039119;rs3816725;rs4752829;rs6485795	24
ENSG00000180210	F2	11	46740730	46761056	1	protein_coding	2147	F2	0.959943187768661	-0.037985029	0	0	15	1.36821e-12	0	PsychENCODE_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:GTEx/v8/Artery_Coronary:GTEx/v8/Artery_Tibial:GTEx/v8/Brain_Cerebellum:GTEx/v8/Esophagus_Muscularis:GTEx/v8/Testis	-	No	NA	8.4e-10	rs11039119;rs10769254;rs3816725	24
ENSG00000175216	CKAP5	11	46764598	46867847	-1	protein_coding	9793	CKAP5	0.99999999753418	-0.360017002	1	13.87	5	8.44605e-07	0.00422303	eQTLcatalogue/Kasela_2017_T-cell_CD4	-	Yes	Fetal_Cortex:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	7.8e-16	rs11039119;rs11039119:rs10769254:rs7944584:rs3816725	24
ENSG00000134569	LRP4	11	46878419	46940193	-1	protein_coding	4038	LRP4	0.10020880429216	0.314361929	1	19.99	19	4.57125e-39	7.95622e-54	eQTLcatalogue/TwinsUK_ge_fat:PsychENCODE_eQTLs:CMC_SVA_cis:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia:GTEx/v8/Brain_Putamen_basal_ganglia:GTEx/v8/Liver:GTEx/v8/Lung:GTEx/v8/Nerve_Tibial:GTEx/v8/Pancreas:GTEx/v8/Cells_Cultured_fibroblasts:GTEx/v8/Thyroid	+	Yes	EP_links_oneway:Promoter_anchored_loops:Adult_Cortex:Fetal_Cortex:Left_Ventricle:Liver:Spleen:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Neural_Progenitor_Cell:Trophoblast-like_Cell:hESC	7.8e-16	rs11039119;rs10769254;rs7944584;rs3816725;rs4752829;rs11039119:rs10769254:rs7944584:rs3816725	24
