GENE,CHR,START,STOP,NSNPS,NPARAM,N,ZSTAT,P,SYMBOL,P2,FDR P,FDR significant P,Bonferroni P,Bonferroni significant P,FDR P2,FDR significant P2,Bonferroni P2,Bonferroni significant P2
ENSG00000083845,19,58897767,58906173,13,1,151188,-0.71531,0.76279,RPS5,0.3219061505528397,0.9306701961834616,No,1.0,No,0.9937148441268091,No,1.0,No
ENSG00000134532,12,23682440,24103966,441,72,151188,-0.71592,0.76298,SOX5,0.4940863050568716,0.9308396866630958,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000258864,5,112162910,112203279,41,4,151188,-0.71616,0.76305,CTC-554D6.1,0.4926896517274787,0.93086276360715,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000129473,14,23767999,23780968,7,4,151188,-0.71639,0.76312,BCL2L2,0.5346683836945836,0.9308858374615077,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000122952,10,58116989,58121036,7,3,151188,-0.7166100000000001,0.7631899999999999,ZWINT,0.7326898822784295,0.9309089082267888,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000222022,2,238330063,238333919,2,1,151188,-0.71696,0.7633,AC112721.1,0.5877496658833886,0.9309158000401525,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000181291,17,32907768,32966337,47,10,151188,-0.71699,0.76331,TMEM132E,0.8313944653500257,0.9309158000401525,No,1.0,No,0.9982388619747915,No,1.0,No
ENSG00000116717,1,68150744,68154021,3,1,151188,-0.71718,0.76337,GADD45A,0.4110521259914725,0.9309158000401525,No,1.0,No,0.9962457217646524,No,1.0,No
ENSG00000161013,5,179224597,179233952,2,1,151188,-0.71729,0.7634,MGAT4B,0.4652713639235218,0.9309158000401525,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000010932,1,171217638,171255117,64,10,151188,-0.7176,0.7635,FMO1,0.4926517353909836,0.930933552314691,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000176903,14,74178494,74181128,3,2,151188,-0.7178100000000001,0.76356,PNMA1,0.8884037346914623,0.930933552314691,No,1.0,No,0.9982388619747915,No,1.0,No
ENSG00000203908,6,74072400,74073894,4,2,151188,-0.71804,0.76363,KHDC3L,0.9224810962164464,0.930933552314691,No,1.0,No,0.9982388619747915,No,1.0,No
ENSG00000116991,1,232533711,232697304,263,15,151188,-0.71807,0.76364,SIPA1L2,0.8838020064013332,0.930933552314691,No,1.0,No,0.9982388619747915,No,1.0,No
ENSG00000242265,7,94285637,94299007,7,1,151188,-0.71815,0.76367,PEG10,0.4656778052316101,0.930933552314691,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000166016,11,34172535,34379555,252,52,151188,-0.7187,0.76384,ABTB2,0.7511598830945397,0.9310000374506788,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000165669,10,120065401,120101840,29,6,151188,-0.7188100000000001,0.7638699999999999,FAM204A,0.16250105977397744,0.9310000374506788,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000115904,2,39208537,39351486,174,4,151188,-0.7188399999999999,0.76388,SOS1,0.8117082724954946,0.9310000374506788,No,1.0,No,0.9968658510550727,No,1.0,No
ENSG00000183454,16,9852376,10276611,814,34,151188,-0.71908,0.76395,GRIN2A,0.597867001694091,0.9310000374506788,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000066379,6,30026676,30032686,26,5,151188,-0.71915,0.76398,ZNRD1,0.033582819486229536,0.9310000374506788,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000139990,14,69517598,69619867,98,7,151188,-0.7195,0.76408,DCAF5,0.41304605791542015,0.9310325969510564,No,1.0,No,0.9962457217646524,No,1.0,No
ENSG00000109189,4,53457138,53525502,49,1,151188,-0.7196199999999999,0.76412,USP46,0.9847989866864664,0.9310325969510564,No,1.0,No,0.9999211179663718,No,1.0,No
ENSG00000139445,12,109715784,109747025,25,5,151188,-0.7197399999999999,0.7641600000000001,FOXN4,0.5636505953081249,0.9310325969510564,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000100483,14,50575350,50583318,23,4,151188,-0.72022,0.76431,VCPKMT,0.027461009432383054,0.9311530935347998,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000159374,2,74785010,74875465,24,3,151188,-0.7205699999999999,0.76441,M1AP,0.18367974347285188,0.9311612526737968,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000196739,9,116917840,117074791,276,50,151188,-0.7206,0.76442,COL27A1,0.13583847041697306,0.9311612526737968,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000148053,9,87283466,87638505,395,42,151188,-0.72077,0.76447,NTRK2,0.9851100392790566,0.9311612526737968,No,1.0,No,0.9999211179663718,No,1.0,No
ENSG00000104205,8,67624653,67774257,121,2,151188,-0.72107,0.76457,SGK3,0.5514287412244768,0.9312208101062763,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000267710,19,56784138,56821819,66,6,151188,-0.72175,0.76478,AC006116.20,0.6888911010020837,0.9313114927168248,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000110104,11,60609544,60618554,11,3,151188,-0.7218,0.76479,CCDC86,0.3835110997942849,0.9313114927168248,No,1.0,No,0.9941528048164733,No,1.0,No
ENSG00000162598,1,60452941,60539442,99,15,151188,-0.72209,0.76488,C1orf87,0.5617431128772835,0.9313114927168248,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000034152,17,21187984,21218552,18,4,151188,-0.72212,0.76489,MAP2K3,0.3666938095664899,0.9313114927168248,No,1.0,No,0.9941528048164733,No,1.0,No
ENSG00000060237,12,861759,1020618,244,18,151188,-0.72216,0.7649,WNK1,0.7719877656913849,0.9313114927168248,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000154118,16,87635441,87731762,144,26,151188,-0.72254,0.76502,JPH3,0.968819164027416,0.9313953658047706,No,1.0,No,0.9993473713798848,No,1.0,No
ENSG00000211460,2,122494679,122525429,9,4,151188,-0.723,0.7651600000000001,TSN,0.4455173478655009,0.9315035756280066,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000143013,1,87794151,87814606,18,3,151188,-0.72318,0.76522,LMO4,0.1924351223572327,0.9315143857305097,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000154229,17,64298754,64806861,623,68,151188,-0.7234,0.7652800000000001,PRKCA,0.7437088731380755,0.9315251943887777,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000167281,17,77085427,77613550,612,126,151188,-0.7237100000000001,0.7653800000000001,RBFOX3,0.5637901653526287,0.9315466871370403,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000118231,2,208986331,208989225,6,2,151188,-0.72395,0.76545,CRYGD,0.8954810682375969,0.9315466871370403,No,1.0,No,0.9982388619747915,No,1.0,No
ENSG00000196605,19,9862669,9903856,55,4,151188,-0.7242,0.76553,ZNF846,0.3017237070312092,0.9315466871370403,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000058063,3,182511288,182639423,185,7,151188,-0.72442,0.7656,ATP11B,0.5862333145435427,0.9315466871370403,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000126602,16,3701640,3767598,58,13,151188,-0.7246,0.76565,TRAP1,0.6156379550812868,0.9315466871370403,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000197591,1,248004199,248005254,7,1,151188,-0.7246,0.76565,OR11L1,0.07312982542749402,0.9315466871370403,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000132669,20,19867165,19983101,213,38,151188,-0.72468,0.76567,RIN2,0.3431605500879105,0.9315466871370403,No,1.0,No,0.9941528048164733,No,1.0,No
ENSG00000182512,14,95999840,96011061,13,3,151188,-0.72493,0.76575,GLRX5,0.16675025737217894,0.9315466871370403,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000128789,18,12658737,12725739,143,9,151188,-0.7250800000000001,0.7658,PSMG2,0.05069645624284558,0.9315466871370403,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000145901,5,150409506,150473138,110,20,151188,-0.72524,0.76585,TNIP1,0.2596944413526484,0.9315466871370403,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000165970,11,20620946,20680831,100,16,151188,-0.72527,0.76586,SLC6A5,0.3762862934198651,0.9315466871370403,No,1.0,No,0.9941528048164733,No,1.0,No
ENSG00000114416,3,180585929,180700541,166,10,151188,-0.7257100000000001,0.76599,FXR1,0.06729016519613618,0.9315669153764016,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000130724,19,59062933,59066491,4,2,151188,-0.7257399999999999,0.7659999999999999,CHMP2A,0.3349060832677253,0.9315669153764016,No,1.0,No,0.9941528048164733,No,1.0,No
ENSG00000172006,19,2819872,2835771,48,6,151188,-0.7258399999999999,0.76603,ZNF554,0.9577960124734424,0.9315669153764016,No,1.0,No,0.9988656710181785,No,1.0,No
ENSG00000143842,1,204042243,204096863,69,19,151188,-0.72613,0.76612,SOX13,0.6641075366019665,0.9316043024650233,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000109771,4,186285032,186317053,28,5,151188,-0.72668,0.7662899999999999,LRP2BP,0.2585273281905513,0.9316043024650233,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000166845,18,51884287,51911588,87,5,151188,-0.7268600000000001,0.7663399999999999,C18orf54,0.20151476237976815,0.9316043024650233,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000087274,4,2845584,2931803,110,10,151188,-0.72695,0.76637,ADD1,0.4124438092470765,0.9316043024650233,No,1.0,No,0.9962457217646524,No,1.0,No
ENSG00000197147,1,89990395,90063423,138,7,151188,-0.72725,0.76646,LRRC8B,0.7023254297247447,0.9316043024650233,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000111348,12,15094951,15114662,25,4,151188,-0.72765,0.76659,ARHGDIB,0.1934554916506439,0.9316043024650233,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000105483,19,48684027,48759203,196,19,151188,-0.7278,0.76663,CARD8,0.2093909508895586,0.9316043024650233,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000111266,12,12628829,12715317,89,10,151188,-0.7277899999999999,0.76663,DUSP16,0.7823053191177776,0.9316043024650233,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000175768,9,37582643,37592639,12,2,151188,-0.72795,0.76668,TOMM5,0.07936340146112719,0.9316043024650233,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000187045,22,37461476,37505603,63,8,151188,-0.7281,0.76672,TMPRSS6,0.03585268291440935,0.9316043024650233,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000107938,10,127408084,127452712,24,3,151188,-0.7280800000000001,0.76672,EDRF1,0.3223226227604251,0.9316043024650233,No,1.0,No,0.9937148441268091,No,1.0,No
ENSG00000261115,7,140774032,141180180,601,49,151188,-0.72845,0.76683,TMEM178B,0.42189130139843456,0.9316043024650233,No,1.0,No,0.9962457217646524,No,1.0,No
ENSG00000127663,19,4969125,5153606,268,14,151188,-0.72877,0.76693,KDM4B,0.1699515895157112,0.9316043024650233,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000133789,11,9685624,9774538,254,10,151188,-0.72916,0.76705,SWAP70,0.4864491272452914,0.9316043024650233,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000150076,10,32832297,33171802,845,17,151188,-0.72924,0.76707,C10ORF68,0.5088524365309766,0.9316043024650233,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000143217,1,161040785,161059389,17,4,151188,-0.72939,0.76712,PVRL4,0.2704631840720496,0.9316043024650233,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000170049,17,7825177,7833121,3,1,151188,-0.72946,0.7671399999999999,KCNAB3,0.9939179825501544,0.9316043024650233,No,1.0,No,0.9999211179663718,No,1.0,No
ENSG00000103222,16,16043434,16236931,386,33,151188,-0.72949,0.76715,ABCC1,0.2517139012646153,0.9316043024650233,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000185437,21,40817781,40887433,71,7,151188,-0.7298899999999999,0.76727,SH3BGR,0.67798240306574,0.9316043024650233,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000133863,8,30689060,30748122,110,8,151188,-0.72996,0.7672899999999999,TEX15,0.09794873358550216,0.9316043024650233,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000141068,17,25783670,25953461,142,17,151188,-0.7299800000000001,0.7673,KSR1,0.9656182486970704,0.9316043024650233,No,1.0,No,0.9993473713798848,No,1.0,No
ENSG00000182718,15,60639333,60695082,72,10,151188,-0.7300399999999999,0.76732,ANXA2,0.7061493572927686,0.9316043024650233,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000174083,17,8706041,8770994,54,10,151188,-0.73007,0.7673300000000001,PIK3R6,0.3489546142945441,0.9316043024650233,No,1.0,No,0.9941528048164733,No,1.0,No
ENSG00000152240,18,43684298,43708299,21,3,151188,-0.73019,0.76736,HAUS1,0.15377232851678568,0.9316043024650233,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000126003,20,30780306,30795594,9,2,151188,-0.73025,0.7673800000000001,PLAGL2,0.6154278526657618,0.9316043024650233,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000112116,6,52101479,52109335,15,5,151188,-0.73029,0.76739,IL17F,0.158837316767096,0.9316043024650233,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000198758,1,110292702,110306649,25,7,151188,-0.73049,0.76746,EPS8L3,0.10210057811235718,0.9316272147092133,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000025772,20,43570771,43589127,13,2,151188,-0.73096,0.7676,TOMM34,0.0035763152687641186,0.9317350919264588,No,1.0,No,0.9091684984411295,No,1.0,No
ENSG00000090432,1,20825943,20834654,14,4,151188,-0.73136,0.76772,MUL1,0.5775990828363896,0.9317795124875125,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000162490,1,11751786,11785914,23,6,151188,-0.73145,0.76775,DRAXIN,0.8455158819671684,0.9317795124875125,No,1.0,No,0.9982388619747915,No,1.0,No
ENSG00000112306,6,133135580,133138703,7,2,151188,-0.73158,0.76779,RPS12,0.2446140030234606,0.9317795124875125,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000104972,19,55085346,55148979,183,14,151188,-0.7317899999999999,0.76785,LILRB1,0.2045745043046504,0.9317902703782632,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000221933,7,143771275,143772288,2,1,151188,-0.73221,0.76798,OR2A25,0.07731878595866071,0.9318090239680427,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000220008,19,2289774,2308156,4,2,151188,-0.7324,0.76804,LINGO3,0.1614304066106419,0.9318090239680427,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000170289,8,87566205,87755903,354,31,151188,-0.73246,0.7680600000000001,CNGB3,0.789987541298798,0.9318090239680427,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000182768,15,90808891,90816463,4,2,151188,-0.73252,0.76807,NGRN,0.27476416871317555,0.9318090239680427,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000130921,12,123717463,123742506,54,4,151188,-0.73302,0.76823,C12orf65,0.3510197478525689,0.9319396991079749,No,1.0,No,0.9941528048164733,No,1.0,No
ENSG00000112576,6,41902671,42018095,93,18,151188,-0.73318,0.76828,CCND3,0.9142463928661086,0.9319396991079749,No,1.0,No,0.9982388619747915,No,1.0,No
ENSG00000031081,3,119013220,119139561,208,31,151188,-0.73427,0.76861,ARHGAP31,0.011212606511322498,0.9321887084772786,No,1.0,No,0.9759844778396058,No,1.0,No
ENSG00000141741,17,37884749,37887040,2,1,151188,-0.73441,0.76865,MIEN1,0.9794742308165841,0.9321887084772786,No,1.0,No,0.9998426484159846,No,1.0,No
ENSG00000197506,9,86890372,86955672,106,18,151188,-0.73454,0.76869,SLC28A3,0.5387788406370596,0.9321887084772786,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000173627,1,183615541,183622451,34,2,151188,-0.73495,0.76881,APOBEC4,0.2182296872080025,0.9321887084772786,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000151665,2,46808076,46844258,35,6,151188,-0.73529,0.7689199999999999,PIGF,0.5106511877985322,0.9321887084772786,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000013375,6,83870869,83903655,18,2,151188,-0.73533,0.76893,PGM3,0.5265646195670767,0.9321887084772786,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000128694,2,190611386,190627953,17,4,151188,-0.73546,0.7689699999999999,OSGEPL1,0.25487535557463203,0.9321887084772786,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000119812,2,33808725,33824449,21,4,151188,-0.7361300000000001,0.76918,FAM98A,0.6297571153350391,0.9321887084772786,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000172296,20,12989627,13147411,406,29,151188,-0.7361800000000001,0.7691899999999999,SPTLC3,0.8765035636040017,0.9321887084772786,No,1.0,No,0.9982388619747915,No,1.0,No
ENSG00000166090,14,23842018,23845612,4,1,151188,-0.73621,0.7692,IL25,0.09536552573494016,0.9321887084772786,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000146530,7,12370511,12443567,158,16,151188,-0.73652,0.7692899999999999,VWDE,0.6123760393490882,0.9321887084772786,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000145916,5,177557997,177577566,11,2,151188,-0.7367,0.76935,RMND5B,0.10761432301846208,0.9321887084772786,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000125998,20,33873534,33880204,4,1,151188,-0.73716,0.76949,FAM83C,0.2559770488805988,0.9321887084772786,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000130649,10,135333910,135374724,177,9,151188,-0.73724,0.76951,CYP2E1,0.6340808227074064,0.9321887084772786,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000132463,4,71681499,71705662,54,4,151188,-0.73743,0.76957,GRSF1,0.8514941328942329,0.9321887084772786,No,1.0,No,0.9982388619747915,No,1.0,No
ENSG00000167183,17,46029333,46035244,5,2,151188,-0.73747,0.76958,PRR15L,0.02788354532067283,0.9321887084772786,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000196793,10,44051792,44070066,20,3,151188,-0.7378399999999999,0.76969,ZNF239,0.311449688397754,0.9321887084772786,No,1.0,No,0.9920328110703296,No,1.0,No
ENSG00000182899,3,197676858,197683481,4,1,151188,-0.73787,0.7697,RPL35A,0.8233163524572072,0.9321887084772786,No,1.0,No,0.9982388619747915,No,1.0,No
ENSG00000139641,12,56512034,56538455,14,3,151188,-0.7379100000000001,0.76972,ESYT1,0.4285275827905618,0.9321887084772786,No,1.0,No,0.9962457217646524,No,1.0,No
ENSG00000172508,11,67182439,67193078,8,1,151188,-0.73845,0.76988,CARNS1,0.3850061324693987,0.9321887084772786,No,1.0,No,0.9941528048164733,No,1.0,No
ENSG00000100626,14,69725994,69821183,141,24,151188,-0.73853,0.7699,GALNT16,0.07511603284956114,0.9321887084772786,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000145337,4,89442136,89444964,1,1,151188,-0.73885,0.77,PYURF,0.6118817060235301,0.9321887084772786,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000137710,11,110045605,110167447,80,4,151188,-0.7388399999999999,0.77,RDX,0.1913939739118881,0.9321887084772786,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000215695,1,15986364,15988217,1,1,151188,-0.73885,0.77,RSC1A1,0.2241048418606354,0.9321887084772786,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000254585,15,23888691,23891175,1,1,151188,-0.73885,0.77,MAGEL2,0.7718177196016299,0.9321887084772786,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000205362,16,56672578,56673999,1,1,151188,-0.73885,0.77,MT1A,0.6669749438597836,0.9321887084772786,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000158122,9,99401859,99417585,1,1,151188,-0.73885,0.77,AAED1,0.5044521246908877,0.9321887084772786,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000171806,1,169761670,169764107,1,1,151188,-0.73885,0.77,METTL18,0.17501751913786812,0.9321887084772786,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000229387,11,22646860,22647369,1,1,151188,-0.73885,0.77,AC103801.2,0.5906745211684429,0.9321887084772786,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000064687,19,1040102,1065571,39,6,151188,-0.73892,0.7700199999999999,ABCA7,0.504719757006815,0.9321887084772786,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000162745,1,161952982,161993644,100,18,151188,-0.73921,0.7701100000000001,OLFML2B,0.532836678236232,0.9322357284262274,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000108819,17,48211104,48227991,6,3,151188,-0.7397100000000001,0.7702600000000001,PPP1R9B,0.7564402936378821,0.9323553686727781,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000164776,7,56148440,56160689,27,4,151188,-0.74006,0.77037,PHKG1,0.4755403133536714,0.9324265785453337,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000119718,14,75469614,75476292,6,1,151188,-0.7409100000000001,0.77063,EIF2B2,0.9882386797610226,0.932577483408548,No,1.0,No,0.9999211179663718,No,1.0,No
ENSG00000109163,4,68605046,68620078,35,5,151188,-0.74095,0.77064,GNRHR,0.2576480729998607,0.932577483408548,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000163328,2,175296966,175351822,56,6,151188,-0.7411800000000001,0.77071,GPR155,0.9935233206081292,0.932577483408548,No,1.0,No,0.9999211179663718,No,1.0,No
ENSG00000100934,14,39501123,39578850,117,13,151188,-0.74173,0.7708699999999999,SEC23A,0.3146219349859296,0.932577483408548,No,1.0,No,0.9926785503790204,No,1.0,No
ENSG00000215472,18,47008051,47017956,5,2,151188,-0.7417199999999999,0.7708699999999999,RPL17-C18orf32,0.2830421167374019,0.932577483408548,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000270800,6,34256547,34393825,193,8,151188,-0.74173,0.7708699999999999,RPS10-NUDT3,0.31761223084122125,0.932577483408548,No,1.0,No,0.9935462655487302,No,1.0,No
ENSG00000174990,16,87921625,87970135,24,11,151188,-0.74175,0.77088,CA5A,0.8570522359381948,0.932577483408548,No,1.0,No,0.9982388619747915,No,1.0,No
ENSG00000153201,2,109335937,109402267,70,2,151188,-0.74193,0.77093,RANBP2,0.8785051483084543,0.932577483408548,No,1.0,No,0.9982388619747915,No,1.0,No
ENSG00000178665,7,55955169,56009918,83,10,151188,-0.74215,0.7709999999999999,ZNF713,0.012755608251297179,0.932577483408548,No,1.0,No,0.9759844778396058,No,1.0,No
ENSG00000255104,17,15603006,15648092,10,3,151188,-0.74244,0.7710899999999999,ZNF286A,0.1857542029491278,0.932577483408548,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000156414,14,104394799,104519004,316,12,151188,-0.74252,0.77112,TDRD9,0.30799689878548153,0.932577483408548,No,1.0,No,0.988925841312135,No,1.0,No
ENSG00000204897,17,38904273,38911584,5,2,151188,-0.74261,0.7711399999999999,KRT25,0.5457869499096094,0.932577483408548,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000160539,9,134165081,134184649,26,2,151188,-0.74268,0.7711600000000001,PPAPDC3,0.3554940907924379,0.932577483408548,No,1.0,No,0.9941528048164733,No,1.0,No
ENSG00000131370,3,15296360,15382875,89,21,151188,-0.74288,0.77122,SH3BP5,0.36406904888771896,0.9325881505076647,No,1.0,No,0.9941528048164733,No,1.0,No
ENSG00000167749,19,51409608,51413994,8,3,151188,-0.74327,0.7713399999999999,KLK4,0.08041373623539527,0.9325945372520401,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000213123,3,196018090,196045170,31,2,151188,-0.74351,0.77141,TCTEX1D2,0.5576889353013389,0.9325945372520401,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000042304,2,228474806,228498036,112,10,151188,-0.74351,0.77141,C2orf83,0.8889781856036096,0.9325945372520401,No,1.0,No,0.9982388619747915,No,1.0,No
ENSG00000122741,9,37800499,37867663,135,2,151188,-0.74357,0.7714300000000001,DCAF10,0.948358085072611,0.9325945372520401,No,1.0,No,0.9985290386997694,No,1.0,No
ENSG00000147437,8,25276776,25282170,5,2,151188,-0.7438100000000001,0.7715,GNRH1,0.2388924805757348,0.9326172880456415,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000102572,13,99102455,99230194,140,13,151188,-0.74453,0.77172,STK24,0.3040863095333184,0.9327715614221279,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000169851,4,30722037,31148422,581,30,151188,-0.74455,0.77173,PCDH7,0.17668225244938895,0.9327715614221279,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000176293,19,58570607,58597677,44,5,151188,-0.74505,0.77188,ZNF135,0.5363240514423431,0.9328909836174306,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000120685,13,39584003,39612252,34,3,151188,-0.7457199999999999,0.77208,PROSER1,0.8754984107779037,0.9330572743550634,No,1.0,No,0.9982388619747915,No,1.0,No
ENSG00000189057,11,58874658,58894883,13,2,151188,-0.7458600000000001,0.77212,FAM111B,0.28357611853640785,0.9330572743550634,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000175093,3,140770244,140867453,61,6,151188,-0.74626,0.7722399999999999,SPSB4,0.2692231723462982,0.9331404031830238,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000066185,1,42896000,42921938,73,6,151188,-0.74649,0.77232,ZMYND12,0.5187940171720681,0.9331751899741397,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000186141,1,145592605,145611025,12,2,151188,-0.74671,0.7723800000000001,POLR3C,0.878176256538262,0.9331858082482429,No,1.0,No,0.9982388619747915,No,1.0,No
ENSG00000261210,16,19297061,19333467,72,8,151188,-0.7477199999999999,0.77269,CLEC19A,0.9088943640436756,0.9334306455461293,No,1.0,No,0.9982388619747915,No,1.0,No
ENSG00000112799,6,6588341,6655216,111,26,151188,-0.74778,0.7727,LY86,0.8195570542212287,0.9334306455461293,No,1.0,No,0.9972936252885278,No,1.0,No
ENSG00000150990,12,125431371,125473668,68,9,151188,-0.7480399999999999,0.77278,DHX37,0.9110512441987272,0.9334306455461293,No,1.0,No,0.9982388619747915,No,1.0,No
ENSG00000142039,19,41816094,41830788,20,1,151188,-0.74821,0.77283,CCDC97,0.4485120367565305,0.9334306455461293,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000172531,11,67165654,67188654,17,2,151188,-0.74835,0.77287,PPP1CA,0.4277493759422951,0.9334306455461293,No,1.0,No,0.9962457217646524,No,1.0,No
ENSG00000188343,8,94710789,94743755,22,2,151188,-0.7484,0.77289,FAM92A1,0.08195562881235485,0.9334306455461293,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000196911,6,117002350,117063029,60,4,151188,-0.74871,0.77298,KPNA5,0.32269808416935,0.9334774710053682,No,1.0,No,0.9937148441268091,No,1.0,No
ENSG00000161981,16,103010,107669,6,2,151188,-0.74912,0.7731100000000001,SNRNP25,0.6150104503638196,0.9335725924453281,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000101407,20,36611409,36661870,38,5,151188,-0.74936,0.77318,TTI1,0.9140461367354266,0.9335952527996819,No,1.0,No,0.9982388619747915,No,1.0,No
ENSG00000138660,4,113152893,113191203,33,3,151188,-0.74985,0.7733300000000001,AP1AR,0.5956398992317428,0.9336919491357043,No,1.0,No,0.9964257331379759,No,1.0,No
