"Ensembl Gene ID","Gene name","Chromosome","Start position","End position","N SNPs","N Param","Z-score","P-value","Bonferroni P-value","Bonferroni significant"
"ENSG00000198952","SMG5","1","156219015","156252620","61","5","0.15271","0.43931","1.0","No"
"ENSG00000183856","IQGAP3","1","156495197","156542396","50","4","1.1011","0.13543","1.0","No"
"ENSG00000125462","C1orf61","1","156374042","156400493","15","5","0.40775","0.34173","1.0","No"
"ENSG00000132677","RHBG","1","156339003","156355011","25","4","1.3004","0.096726","1.0","No"
"ENSG00000163467","TSACC","1","156307105","156316786","9","2","0.068278","0.47278","1.0","No"
"ENSG00000163468","CCT3","1","156278759","156337664","79","4","0.53339","0.29688","1.0","No"
"ENSG00000189030","VHLL","1","156268415","156269428","1","1","0.17637","0.43","1.0","No"
"ENSG00000198715","C1orf85","1","156259880","156265463","8","2","-0.26758","0.60549","1.0","No"
"ENSG00000116604","MEF2D","1","156433519","156470620","41","3","-0.083349","0.53321","1.0","No"
"ENSG00000239779","WBP1","2","74685456","74688018","2","1","-0.52759","0.70111","1.0","No"
"ENSG00000116132","PRRX1","1","170631869","170708560","66","10","0.7048","0.24047","1.0","No"
"ENSG00000007933","FMO3","1","171060018","171086959","58","7","1.267","0.10258","1.0","No"
"ENSG00000143842","SOX13","1","204042243","204096863","69","19","-0.72613","0.76612","1.0","No"
"ENSG00000143845","ETNK2","1","204100190","204121307","18","7","0.97206","0.16551","1.0","No"
"ENSG00000143839","REN","1","204123944","204135465","15","4","1.4146","0.078597","1.0","No"
"ENSG00000170498","KISS1","1","204159469","204165614","12","2","0.13125","0.44779","1.0","No"
"ENSG00000174567","GOLT1A","1","204167288","204183220","9","3","1.0855","0.13885","1.0","No"
"ENSG00000143850","PLEKHA6","1","204187979","204346793","294","20","-0.3872","0.6507","1.0","No"
"ENSG00000158615","PPP1R15B","1","204372515","204380919","1","1","1.3285","0.092","1.0","No"
"ENSG00000133056","PIK3C2B","1","204391756","204463852","82","9","0.11613","0.45377","1.0","No"
"ENSG00000198625","MDM4","1","204485511","204542871","89","5","1.3246","0.092648","1.0","No"
"ENSG00000170382","LRRN2","1","204586298","204654861","72","11","1.2606","0.10372","1.0","No"
"ENSG00000163531","NFASC","1","204797779","204991950","343","36","0.12584","0.44993","1.0","No"
"ENSG00000184144","CNTN2","1","205012325","205047627","80","9","0.19591","0.42234","1.0","No"
"ENSG00000174529","TMEM81","1","205052258","205053645","5","2","0.041653","0.48339","1.0","No"
"ENSG00000117222","RBBP5","1","205055270","205091143","89","10","0.4607","0.32251","1.0","No"
"ENSG00000133059","DSTYK","1","205111632","205180727","119","7","1.0965","0.13642","1.0","No"
"ENSG00000133069","TMCC2","1","205197304","205242471","96","9","1.4329","0.075941","1.0","No"
"ENSG00000163545","NUAK2","1","205271187","205290883","27","7","1.3505","0.088435","1.0","No"
"ENSG00000196533","C1orf186","1","206238872","206288647","3","2","-1.44","0.92506","1.0","No"
"ENSG00000198049","AVPR1B","1","206223976","206231639","10","1","-1.8853","0.97031","1.0","No"
"ENSG00000174502","SLC26A9","1","205882176","205912588","77","12","-0.022004","0.50878","1.0","No"
"ENSG00000162877","PM20D1","1","205797150","205819260","29","9","-0.97219","0.83452","1.0","No"
"ENSG00000133065","SLC41A1","1","205758221","205782876","27","5","0.027284","0.48912","1.0","No"
"ENSG00000117280","RAB7L1","1","205737114","205744588","22","5","0.72153","0.23529","1.0","No"
"ENSG00000182004","SNRPE","1","203830731","203839678","26","3","1.4622","0.07184","1.0","No"
"ENSG00000268313","AC119673.1","1","205682497","205684153","3","2","1.7651","0.038769","1.0","No"
"ENSG00000158715","SLC45A3","1","205626979","205649587","21","7","1.9884","0.023384","1.0","No"
"ENSG00000158711","ELK4","1","205577071","205601090","15","2","-1.36","0.91308","1.0","No"
"ENSG00000174514","MFSD4","1","205538013","205572046","65","9","0.64861","0.2583","1.0","No"
"ENSG00000117266","CDK18","1","205473723","205501921","49","13","0.50596","0.30644","1.0","No"
"ENSG00000186007","LEMD1","1","205350506","205425082","97","9","-0.75073","0.77359","1.0","No"
"ENSG00000162873","KLHDC8A","1","205305220","205326218","56","8","0.33596","0.36845","1.0","No"
"ENSG00000069275","NUCKS1","1","205681947","205719404","41","7","1.9856","0.023539","1.0","No"
"ENSG00000257315","ZBED6","1","203765437","203769686","8","3","0.041298","0.48353","1.0","No"
"ENSG00000058673","ZC3H11A","1","203764782","203823252","132","9","0.55477","0.28953","1.0","No"
"ENSG00000122188","LAX1","1","203734304","203745361","20","3","1.2687","0.10228","1.0","No"
"ENSG00000143858","SYT2","1","202559724","202679545","159","18","1.9964","0.022946","1.0","No"
"ENSG00000077157","PPP1R12B","1","202317827","202561834","200","5","1.6283","0.051728","1.0","No"
"ENSG00000077152","UBE2T","1","202300785","202311108","11","2","1.6884","0.045663","1.0","No"
"ENSG00000133067","LGR6","1","202163029","202288909","175","15","0.7818","0.21717","1.0","No"
"ENSG00000143851","PTPN7","1","202116141","202130716","20","8","0.78169","0.2172","1.0","No"
"ENSG00000143862","ARL8A","1","202102532","202113869","4","2","2.0546","0.01996","1.0","No"
"ENSG00000117139","KDM5B","1","202696526","202778598","154","11","1.2864","0.099149","1.0","No"
"ENSG00000170075","GPR37L1","1","202091986","202102720","26","6","1.4435","0.074442","1.0","No"
"ENSG00000176393","RNPEP","1","201951500","201975275","48","6","-1.1396","0.87278","1.0","No"
"ENSG00000134375","TIMM17A","1","201924619","201939789","12","3","-2.2671","0.98831","1.0","No"
"ENSG00000163431","LMOD1","1","201865580","201915715","47","9","1.4077","0.079609","1.0","No"
"ENSG00000198892","SHISA4","1","201857808","201861434","3","2","2.5375","0.0055827","1.0","No"
"ENSG00000198700","IPO9","1","201798269","201853422","35","4","1.6854","0.045957","1.0","No"
"ENSG00000134369","NAV1","1","201592411","201796102","157","27","1.5845","0.056541","1.0","No"
"ENSG00000163435","ELF3","1","201977073","201986316","9","3","0.61447","0.26945","1.0","No"
"ENSG00000163486","SRGAP2","1","206516200","206637783","116","13","-0.45187","0.67432","1.0","No"
"ENSG00000184774","RP11-480I12.4","1","202789394","202796353","20","2","-0.33069","0.62956","1.0","No"
"ENSG00000117153","KLHL12","1","202860228","202897764","60","4","-0.33699","0.63194","1.0","No"
"ENSG00000058668","ATP2B4","1","203595689","203713209","133","14","0.93215","0.17563","1.0","No"
"ENSG00000188770","OPTC","1","203463271","203477992","8","3","0.08816","0.46487","1.0","No"
"ENSG00000188783","PRELP","1","203444956","203460480","5","1","0.31804","0.37523","1.0","No"
"ENSG00000122176","FMOD","1","203309756","203320617","21","6","0.5081","0.30569","1.0","No"
"ENSG00000159388","BTG2","1","203274619","203278730","3","2","-0.30177","0.61859","1.0","No"
"ENSG00000133063","CHIT1","1","203181955","203242769","109","14","-0.24875","0.59822","1.0","No"
"ENSG00000183155","RABIF","1","202848085","202858263","16","2","-0.57055","0.71585","1.0","No"
"ENSG00000133048","CHI3L1","1","203148059","203155877","18","3","0.77125","0.22028","1.0","No"
"ENSG00000163485","ADORA1","1","203059782","203136533","104","15","0.97988","0.16357","1.0","No"
"ENSG00000122180","MYOG","1","203052260","203055164","1","1","0.64335","0.26","1.0","No"
"ENSG00000143847","PPFIA4","1","202995626","203047868","69","10","1.1068","0.1342","1.0","No"
"ENSG00000163444","TMEM183A","1","202976514","202993976","15","2","1.1496","0.12516","1.0","No"
"ENSG00000159348","CYB5R1","1","202930997","202936408","9","2","2.1825","0.014537","1.0","No"
"ENSG00000159346","ADIPOR1","1","202909951","202927700","31","6","2.0296","0.021197","1.0","No"
"ENSG00000133055","MYBPH","1","203136939","203144941","12","4","0.83666","0.20139","1.0","No"
"ENSG00000159176","CSRP1","1","201452658","201478584","40","6","-0.1146","0.54562","1.0","No"
"ENSG00000143466","IKBKE","1","206643791","206670223","47","11","1.3984","0.080994","1.0","No"
"ENSG00000136653","RASSF5","1","206680879","206762616","113","17","-0.14857","0.55905","1.0","No"
"ENSG00000198570","RD3","1","211649864","211666259","23","6","0.63826","0.26165","1.0","No"
"ENSG00000170385","SLC30A1","1","211744910","211752084","4","1","1.1547","0.1241","1.0","No"
"ENSG00000117650","NEK2","1","211836114","211848960","25","6","-0.33126","0.62978","1.0","No"
"ENSG00000123684","LPGAT1","1","211916799","212004114","197","14","-1.288","0.90112","1.0","No"
"ENSG00000143493","INTS7","1","212113741","212208884","229","14","0.38937","0.3485","1.0","No"
"ENSG00000143476","DTL","1","212208919","212280742","164","16","0.056709","0.47739","1.0","No"
"ENSG00000066027","PPP2R5A","1","212458879","212535200","118","11","1.5591","0.059483","1.0","No"
"ENSG00000065600","TMEM206","1","212537273","212588243","76","10","0.99741","0.15928","1.0","No"
"ENSG00000117691","NENF","1","212606229","212619714","22","3","-0.56803","0.71499","1.0","No"
"ENSG00000162772","ATF3","1","212738676","212794119","106","19","1.7901","0.036721","1.0","No"
"ENSG00000162771","FAM71A","1","212797789","212800120","5","2","-0.54789","0.70812","1.0","No"
"ENSG00000123685","BATF3","1","212859760","212873327","6","3","0.222","0.41216","1.0","No"
"ENSG00000117697","NSL1","1","212899495","212965124","171","8","-1.2284","0.89035","1.0","No"
"ENSG00000203705","TATDN3","1","212965170","212989968","44","5","-1.4488","0.92631","1.0","No"
"ENSG00000185523","C1orf227","1","213003483","213020991","44","6","-1.0514","0.85347","1.0","No"
"ENSG00000162769","FLVCR1","1","213031597","213072705","198","8","-0.48785","0.68717","1.0","No"
"ENSG00000143494","VASH2","1","213123862","213165379","28","7","1.8","0.035929","1.0","No"
"ENSG00000092969","TGFB2","1","218519577","218617961","99","16","0.59593","0.27561","1.0","No"
"ENSG00000067533","RRP15","1","218458629","218511325","51","2","0.083523","0.46672","1.0","No"
"ENSG00000162814","SPATA17","1","217804666","218045038","250","26","0.33589","0.36848","1.0","No"
"ENSG00000092978","GPATCH2","1","217600334","217804424","165","30","-0.0926","0.53689","1.0","No"
"ENSG00000196482","ESRRG","1","216676588","217311097","1116","110","0.64918","0.25811","1.0","No"
"ENSG00000042781","USH2A","1","215796236","216596738","1016","96","2.1937","0.014127","1.0","No"
"ENSG00000082512","TRAF5","1","211499957","211548288","51","8","0.67974","0.24833","1.0","No"
"ENSG00000136636","KCTD3","1","215740735","215795149","13","4","-0.023616","0.50942","1.0","No"
"ENSG00000117724","CENPF","1","214776538","214837931","77","6","0.21091","0.41648","1.0","No"
"ENSG00000152104","PTPN14","1","214522039","214725792","342","30","-0.42655","0.66515","1.0","No"
"ENSG00000143499","SMYD2","1","214454445","214510474","101","10","0.17416","0.43087","1.0","No"
"ENSG00000117707","PROX1","1","214156524","214214595","45","8","2.9719","0.0014796","1.0","No"
"ENSG00000136643","RPS6KC1","1","213224589","213448116","120","6","1.5153","0.064846","1.0","No"
"ENSG00000174606","ANGEL2","1","213165524","213189168","21","3","1.5402","0.061761","1.0","No"
"ENSG00000082482","KCNK2","1","215179118","215410436","417","18","1.2084","0.11345","1.0","No"
"ENSG00000117625","RCOR3","1","211431719","211489727","93","9","0.58898","0.27794","1.0","No"
"ENSG00000143473","KCNH1","1","210856555","211307457","764","48","0.97444","0.16492","1.0","No"
"ENSG00000054392","HHAT","1","210501596","210849638","567","64","1.1352","0.12814","1.0","No"
"ENSG00000123843","C4BPB","1","207262187","207273338","9","2","-0.37955","0.64786","1.0","No"
"ENSG00000123836","PFKFB2","1","207222801","207254369","28","4","0.12544","0.45009","1.0","No"
"ENSG00000180667","YOD1","1","207217194","207226325","8","1","-0.23694","0.59365","1.0","No"
"ENSG00000182795","C1orf116","1","207191866","207206101","4","2","0.5976","0.27505","1.0","No"
"ENSG00000162897","FCAMR","1","207131310","207143970","31","3","-0.19767","0.57835","1.0","No"
"ENSG00000162896","PIGR","1","207101863","207119811","28","4","-1.0469","0.85242","1.0","No"
"ENSG00000123838","C4BPA","1","207277607","207318317","57","6","-0.58262","0.71993","1.0","No"
"ENSG00000162894","FAIM3","1","207077731","207096592","16","2","-1.3811","0.91637","1.0","No"
"ENSG00000162891","IL20","1","207038699","207042568","3","1","-0.0035277","0.50141","1.0","No"
"ENSG00000142224","IL19","1","206972215","207016324","64","9","0.18061","0.42834","1.0","No"
"ENSG00000136634","IL10","1","206940947","206945839","13","3","0.67328","0.25038","1.0","No"
"ENSG00000162889","MAPKAPK2","1","206858289","206907628","47","6","-0.044684","0.51782","1.0","No"
"ENSG00000143479","DYRK3","1","206808881","206857764","88","10","-0.48712","0.68691","1.0","No"
"ENSG00000143486","EIF2D","1","206744620","206785904","64","10","-0.00403","0.50161","1.0","No"
"ENSG00000162892","IL24","1","207070788","207077484","10","2","-0.25039","0.59886","1.0","No"
"ENSG00000162888","C1orf147","1","206664449","206671061","14","3","0.66125","0.25423","1.0","No"
"ENSG00000196352","CD55","1","207494853","207534311","53","3","-1.7859","0.96294","1.0","No"
"ENSG00000203710","CR1","1","207669492","207813992","143","12","-1.8002","0.96409","1.0","No"
"ENSG00000082497","SERTAD4","1","210406144","210419976","4","2","-0.78118","0.78265","1.0","No"
"ENSG00000143469","SYT14","1","210111538","210337636","343","14","1.0459","0.14781","1.0","No"
"ENSG00000117597","DIEXF","1","210001352","210030910","75","8","-0.93535","0.8252","1.0","No"
"ENSG00000117595","IRF6","1","209959036","209979465","46","5","-1.0804","0.86001","1.0","No"
"ENSG00000162757","C1orf74","1","209955661","209957904","2","1","-0.26819","0.60572","1.0","No"
"ENSG00000009790","TRAF3IP3","1","209929377","209955668","46","6","-0.62046","0.73252","1.0","No"
"ENSG00000117322","CR2","1","207627575","207663240","56","6","0.035933","0.48567","1.0","No"
"ENSG00000117594","HSD11B1","1","209859510","209908295","59","5","-0.59186","0.72303","1.0","No"
"ENSG00000196878","LAMB3","1","209788215","209825811","75","12","-0.91234","0.8192","1.0","No"
"ENSG00000008118","CAMK1G","1","209757062","209787283","66","12","0.32934","0.37095","1.0","No"
"ENSG00000076356","PLXNA2","1","208195587","208417665","306","30","-0.063774","0.52542","1.0","No"
"ENSG00000174059","CD34","1","208057594","208084747","44","7","1.1959","0.11586","1.0","No"
"ENSG00000117335","CD46","1","207925402","207968858","58","4","1.045","0.14801","1.0","No"
"ENSG00000197721","CR1L","1","207818458","207911761","259","12","0.31224","0.37743","1.0","No"
"ENSG00000123689","G0S2","1","209848765","209849733","1","1","1.0803","0.14","1.0","No"
"ENSG00000117501","MROH9","1","170904612","171033906","156","12","0.20537","0.41864","1.0","No"
"ENSG00000174307","PHLDA3","1","201434620","201438365","1","1","0.64335","0.26","1.0","No"
"ENSG00000159166","LAD1","1","201342372","201368736","31","8","0.018715","0.49253","1.0","No"
"ENSG00000075391","RASAL2","1","178062864","178448644","440","16","-1.3198","0.90655","1.0","No"
"ENSG00000240021","TEX35","1","178482212","178517734","66","6","-0.24845","0.59811","1.0","No"
"ENSG00000213057","C1orf220","1","178511887","178518024","25","3","0.1759","0.43019","1.0","No"
"ENSG00000184909","C1ORF220","1","178511950","178517579","20","3","0.077072","0.46928","1.0","No"
"ENSG00000116191","RALGPS2","1","178694300","178889238","195","13","-1.4022","0.91957","1.0","No"
"ENSG00000116194","ANGPTL1","1","178818840","178840187","19","5","-2.2283","0.98707","1.0","No"
"ENSG00000116199","FAM20B","1","178994939","179045697","117","10","0.36687","0.35686","1.0","No"
"ENSG00000186283","TOR3A","1","179050512","179067158","19","5","1.2019","0.1147","1.0","No"
"ENSG00000143322","ABL2","1","179068462","179198819","201","11","1.5766","0.057442","1.0","No"
"ENSG00000057252","SOAT1","1","179262925","179327815","215","14","1.54","0.061784","1.0","No"
"ENSG00000162779","AXDND1","1","179334855","179523870","982","20","0.58483","0.27933","1.0","No"
"ENSG00000269064","AL160286.1","1","179443716","179457805","111","7","0.25144","0.40074","1.0","No"
"ENSG00000116218","NPHS2","1","179519674","179545087","82","9","0.9286","0.17655","1.0","No"
"ENSG00000162782","TDRD5","1","179560748","179660407","245","15","1.2717","0.10173","1.0","No"
"ENSG00000143340","FAM163A","1","179712298","179785333","147","18","-0.99273","0.83958","1.0","No"
"ENSG00000169905","TOR1AIP2","1","179809102","179846938","40","6","-1.1107","0.86665","1.0","No"
"ENSG00000143337","TOR1AIP1","1","179851177","179894135","86","7","-0.43013","0.66645","1.0","No"
"ENSG00000203730","TEDDM1","1","182367252","182369751","7","2","0.37896","0.35236","1.0","No"
"ENSG00000135821","GLUL","1","182350839","182361341","21","3","0.22799","0.40983","1.0","No"
"ENSG00000179930","ZNF648","1","182023705","182030847","5","2","-0.97134","0.83431","1.0","No"
"ENSG00000198216","CACNA1E","1","181382238","181777219","555","47","-1.6499","0.95052","1.0","No"
"ENSG00000162783","IER5","1","181057638","181059977","2","1","-0.34501","0.63495","1.0","No"
"ENSG00000153029","MR1","1","181003067","181031074","43","7","-1.0586","0.85512","1.0","No"
"ENSG00000120341","SEC16B","1","177893091","177953438","160","24","-0.60622","0.72782","1.0","No"
"ENSG00000135823","STX6","1","180941861","180992047","50","4","-1.0073","0.8431","1.0","No"
"ENSG00000135835","KIAA1614","1","180882290","180920750","47","11","-0.6498","0.74209","1.0","No"
"ENSG00000143324","XPR1","1","180601140","180859387","349","17","-0.56329","0.71338","1.0","No"
"ENSG00000135847","ACBD6","1","180244515","180472089","438","17","-0.32135","0.62603","1.0","No"
"ENSG00000121454","LHX4","1","180199421","180249380","77","20","-0.8005","0.78829","1.0","No"
"ENSG00000116260","QSOX1","1","180123969","180173165","154","14","0.22895","0.40945","1.0","No"
"ENSG00000135837","CEP350","1","179923873","180084015","315","12","-0.0080766","0.50322","1.0","No"
"ENSG00000234237","AL162431.1","1","180941695","180949868","7","1","-0.44975","0.67355","1.0","No"
"ENSG00000198797","BRINP2","1","177140633","177251558","104","14","0.42803","0.33432","1.0","No"
"ENSG00000152092","ASTN1","1","176826438","177134109","412","35","1.4655","0.071393","1.0","No"
"ENSG00000116183","PAPPA2","1","176432307","176814735","571","21","-0.18154","0.57203","1.0","No"
"ENSG00000120337","TNFSF18","1","173009100","173020103","19","2","-0.89566","0.81478","1.0","No"
"ENSG00000117560","FASLG","1","172628154","172636014","6","3","-1.5735","0.9422","1.0","No"
"ENSG00000094975","SUCO","1","172501489","172580971","75","7","-1.0459","0.85221","1.0","No"
"ENSG00000180999","C1orf105","1","172389828","172437971","99","10","0.48891","0.31245","1.0","No"
"ENSG00000135845","PIGC","1","172339329","172413230","119","13","-0.12153","0.54836","1.0","No"
"ENSG00000197959","DNM3","1","171810621","172387606","872","41","-0.30486","0.61976","1.0","No"
"ENSG00000117586","TNFSF4","1","173152873","173176452","44","6","0.19051","0.42446","1.0","No"
"ENSG00000010165","METTL13","1","171750788","171783163","83","5","-0.52439","0.7","1.0","No"
"ENSG00000034971","MYOC","1","171604557","171621823","37","5","1.1762","0.11976","1.0","No"
"ENSG00000117523","PRRC2C","1","171454651","171562650","204","11","-0.093369","0.53719","1.0","No"
"ENSG00000076258","FMO4","1","171283347","171311223","25","5","-0.39845","0.65485","1.0","No"
"ENSG00000010932","FMO1","1","171217638","171255117","64","10","-0.7176","0.7635","1.0","No"
"ENSG00000094963","FMO2","1","171154347","171181822","124","10","-0.23727","0.59378","1.0","No"
"ENSG00000117507","FMO6P","1","171106879","171130707","59","4","-0.0096935","0.50387","1.0","No"
"ENSG00000117533","VAMP4","1","171669300","171711387","55","3","0.79286","0.21393","1.0","No"
"ENSG00000121446","RGSL1","1","182419256","182529734","244","12","-0.11218","0.54466","1.0","No"
"ENSG00000117592","PRDX6","1","173446405","173457946","8","1","0.9632","0.16772","1.0","No"
"ENSG00000183831","ANKRD45","1","173578700","173639001","47","6","1.251","0.10547","1.0","No"
"ENSG00000143207","RFWD2","1","175913967","176176629","501","20","-1.8934","0.97085","1.0","No"
"ENSG00000116147","TNR","1","175284330","175712906","734","72","0.31078","0.37798","1.0","No"
"ENSG00000235750","KIAA0040","1","175126123","175162135","65","6","-0.13455","0.55352","1.0","No"
"ENSG00000120332","TNN","1","175036994","175117202","168","12","1.3974","0.081146","1.0","No"
"ENSG00000120333","MRPS14","1","174979925","174992561","18","5","0.57415","0.28293","1.0","No"
"ENSG00000116161","CACYBP","1","174968300","174980851","13","3","0.36231","0.35856","1.0","No"
"ENSG00000162753","SLC9C2","1","173469603","173572233","202","8","-0.50303","0.69253","1.0","No"
"ENSG00000203737","GPR52","1","174417212","174418683","1","1","1.6849","0.046","1.0","No"
"ENSG00000135870","RC3H1","1","173900352","173991435","114","4","1.1653","0.12194","1.0","No"
"ENSG00000117601","SERPINC1","1","173872947","173886516","20","4","1.1975","0.11555","1.0","No"
"ENSG00000185278","ZBTB37","1","173837220","173872687","73","7","0.75122","0.22626","1.0","No"
"ENSG00000117593","DARS2","1","173793641","173827684","43","5","0.55602","0.2891","1.0","No"
"ENSG00000120334","CENPL","1","173768688","173793858","35","4","-0.65607","0.74411","1.0","No"
"ENSG00000076321","KLHL20","1","173684080","173755840","90","7","-0.36206","0.64135","1.0","No"
"ENSG00000152061","RABGAP1L","1","174128548","174964445","1401","15","0.95795","0.16904","1.0","No"
"ENSG00000159173","TNNI1","1","201373625","201398994","28","9","1.6547","0.048989","1.0","No"
"ENSG00000135828","RNASEL","1","182542769","182558391","13","4","-0.85588","0.80397","1.0","No"
"ENSG00000135824","RGS8","1","182615239","182653711","43","5","-1.8406","0.96716","1.0","No"
"ENSG00000023572","GLRX2","1","193065598","193075244","5","1","0.89863","0.18442","1.0","No"
"ENSG00000134371","CDC73","1","193091147","193223031","130","7","0.39038","0.34813","1.0","No"
"ENSG00000162630","B3GALT2","1","193148175","193155784","8","2","0.32484","0.37265","1.0","No"
"ENSG00000162687","KCNT2","1","196194909","196578355","442","14","1.699","0.044659","1.0","No"
"ENSG00000000971","CFH","1","196621008","196716634","172","9","1.6227","0.05233","1.0","No"
"ENSG00000080910","CFHR2","1","196788898","196928356","181","11","1.7659","0.038707","1.0","No"
"ENSG00000134365","CFHR4","1","196819371","196888102","127","9","1.9268","0.027001","1.0","No"
"ENSG00000134389","CFHR5","1","196946667","196978804","27","4","-0.36471","0.64234","1.0","No"
"ENSG00000143278","F13B","1","197008321","197036397","46","5","-0.010035","0.504","1.0","No"
"ENSG00000066279","ASPM","1","197053258","197115824","80","5","0.41613","0.33866","1.0","No"
"ENSG00000177888","ZBTB41","1","197122810","197169672","62","6","0.016482","0.49342","1.0","No"
"ENSG00000134376","CRB1","1","197170592","197447585","274","18","0.16118","0.43598","1.0","No"
"ENSG00000213047","DENND1B","1","197473878","197744826","239","9","-0.11293","0.54496","1.0","No"
"ENSG00000203724","C1orf53","1","197871777","197876497","1","1","0.7063","0.24","1.0","No"
"ENSG00000143355","LHX9","1","197881037","197904608","24","5","-1.1095","0.86639","1.0","No"
"ENSG00000151414","NEK7","1","198126093","198291550","372","14","0.43913","0.33028","1.0","No"
"ENSG00000151418","ATP6V1G3","1","198492352","198510075","22","4","0.75161","0.22614","1.0","No"
"ENSG00000118194","TNNT2","1","201328136","201346890","42","6","0.62362","0.26644","1.0","No"
"ENSG00000081277","PKP1","1","201252580","201302121","120","9","0.28048","0.38955","1.0","No"
"ENSG00000163395","IGFN1","1","201159953","201198080","72","12","0.51222","0.30425","1.0","No"
"ENSG00000116857","TMEM9","1","201103900","201140702","84","10","-1.1278","0.87029","1.0","No"
"ENSG00000232237","ASCL5","1","201083081","201096312","19","4","-0.83131","0.7971","1.0","No"
"ENSG00000081248","CACNA1S","1","201008642","201081694","143","27","0.93708","0.17436","1.0","No"
"ENSG00000116747","TROVE2","1","193028552","193060907","21","3","0.77033","0.22055","1.0","No"
"ENSG00000116852","KIF21B","1","200938520","200992828","82","7","-0.12525","0.54984","1.0","No"
"ENSG00000118200","CAMSAP2","1","200708686","200829832","143","11","-0.88994","0.81325","1.0","No"
"ENSG00000118197","DDX59","1","200593024","200639097","71","8","0.056858","0.47733","1.0","No"
"ENSG00000118193","KIF14","1","200520628","200589862","99","9","0.32337","0.37321","1.0","No"
"ENSG00000162702","ZNF281","1","200374068","200379184","1","1","-1.6449","0.95","1.0","No"
"ENSG00000116833","NR5A2","1","199996730","200146552","221","31","0.35639","0.36077","1.0","No"
"ENSG00000081237","PTPRC","1","198607801","198726545","128","16","0.61061","0.27073","1.0","No"
"ENSG00000163362","C1orf106","1","200860176","200884863","16","5","0.32622","0.37213","1.0","No"
"ENSG00000116750","UCHL5","1","192981380","193029237","21","3","1.0505","0.14675","1.0","No"
"ENSG00000116741","RGS2","1","192778169","192781403","2","1","0.80626","0.21005","1.0","No"
"ENSG00000127074","RGS13","1","192605275","192629390","27","5","0.2486","0.40184","1.0","No"
"ENSG00000116667","C1orf21","1","184356192","184598154","286","17","0.26343","0.39611","1.0","No"
"ENSG00000198860","TSEN15","1","184020811","184043346","18","4","1.2528","0.10514","1.0","No"
"ENSG00000198756","COLGALT2","1","183898796","184006863","241","26","1.5755","0.057575","1.0","No"
"ENSG00000173627","APOBEC4","1","183615541","183622451","34","2","-0.73495","0.76881","1.0","No"
"ENSG00000143344","RGL1","1","183605220","183897665","629","33","0.52389","0.30018","1.0","No"
"ENSG00000162704","ARPC5","1","183592401","183604892","67","2","-0.90983","0.81854","1.0","No"
"ENSG00000116406","EDEM3","1","184659365","184724047","71","6","-1.3475","0.91109","1.0","No"
"ENSG00000116701","NCF2","1","183524698","183560011","45","8","-0.21991","0.58703","1.0","No"
"ENSG00000157064","NMNAT2","1","183217372","183387737","216","12","-0.59513","0.72412","1.0","No"
"ENSG00000058085","LAMC2","1","183155373","183214035","148","10","0.72729","0.23353","1.0","No"
"ENSG00000135862","LAMC1","1","182992595","183114727","370","7","1.8864","0.029617","1.0","No"
"ENSG00000157060","SHCBP1L","1","182869000","182922660","72","7","0.42231","0.3364","1.0","No"
"ENSG00000135829","DHX9","1","182808504","182856886","70","8","0.10706","0.45737","1.0","No"
"ENSG00000135838","NPL","1","182758428","182799519","74","8","0.046348","0.48152","1.0","No"
"ENSG00000116698","SMG7","1","183441351","183567381","122","15","0.29229","0.38503","1.0","No"
"ENSG00000143333","RGS16","1","182567758","182573543","3","2","0.34506","0.36502","1.0","No"
"ENSG00000135842","FAM129A","1","184759858","184943682","189","15","0.22655","0.41039","1.0","No"
"ENSG00000121486","TRMT1L","1","185087220","185126204","51","3","-0.3682","0.64364","1.0","No"
"ENSG00000090104","RGS1","1","192544857","192549161","9","3","0.14503","0.44234","1.0","No"
"ENSG00000253148","RGS21","1","192286122","192336415","65","5","0.075637","0.46985","1.0","No"
"ENSG00000150681","RGS18","1","192127587","192154945","23","4","-0.85685","0.80424","1.0","No"
"ENSG00000162670","BRINP3","1","190066792","190446759","438","20","0.052153","0.4792","1.0","No"
"ENSG00000116711","PLA2G4A","1","186798085","186958113","322","22","0.47401","0.31775","1.0","No"
"ENSG00000073756","PTGS2","1","186640923","186649559","8","3","0.96923","0.16622","1.0","No"
"ENSG00000121481","RNF2","1","185014496","185071740","28","4","-0.78848","0.78479","1.0","No"
"ENSG00000116703","PDC","1","186412698","186430254","18","2","-0.21769","0.58616","1.0","No"
"ENSG00000157181","C1orf27","1","186344890","186390510","67","10","-0.83874","0.79919","1.0","No"
"ENSG00000047410","TPR","1","186280784","186344825","113","10","-0.96904","0.83374","1.0","No"
"ENSG00000116690","PRG4","1","186265405","186283694","25","4","-1.4278","0.92333","1.0","No"
"ENSG00000143341","HMCN1","1","185703683","186160085","463","21","0.48153","0.31507","1.0","No"
"ENSG00000116679","IVNS1ABP","1","185265520","185286461","11","2","1.3692","0.085474","1.0","No"
"ENSG00000116668","SWT1","1","185126212","185260897","82","3","0.47709","0.31665","1.0","No"
"ENSG00000268662","AL596220.1","1","186364123","186365908","1","1","1.0364","0.15","1.0","No"
"ENSG00000138698","RAP1GDS1","4","99182535","99365012","296","7","0.70804","0.23946","1.0","No"
